Date_target,Actual_Return,Pred_Return,RiskLevel,Signal,TrueDirection,PredDirection
2024-01-12,0.005454353054606214,-0.005223356922134052,LOW,SHORT,UP,DOWN
2024-02-14,0.05059481842766677,-0.004418160058188635,LOW,SHORT,UP,DOWN
2024-02-15,0.01786865592877021,-0.00430647090710029,LOW,SHORT,UP,DOWN
2024-02-16,0.00779501142506072,-0.00474005220875087,LOW,SHORT,UP,DOWN
2024-03-20,0.05098669976946427,-0.004711615690730996,LOW,SHORT,UP,DOWN
2024-03-21,-0.005581896832704567,-0.0059782879519355,MEDIUM,SHORT,DOWN,DOWN
2024-03-22,-0.0018240967878449877,-0.00586925119000584,MEDIUM,SHORT,DOWN,DOWN
2024-03-25,0.013986265466977597,-0.005488480110042373,LOW,SHORT,UP,DOWN
2024-03-26,-0.006062594660150216,-0.005017507691849503,LOW,SHORT,DOWN,DOWN
2024-03-27,0.002842394889994873,-0.005134778203573152,LOW,SHORT,UP,DOWN
2024-03-28,0.015617331980804382,-0.005446550688110587,LOW,SHORT,UP,DOWN
2024-04-01,0.011868760574354039,-0.004966937512295261,LOW,SHORT,UP,DOWN
2024-04-02,0.013960126414517587,-0.00427222527797976,LOW,SHORT,UP,DOWN
2024-04-03,0.005677614386043164,-0.004338452384468472,LOW,SHORT,UP,DOWN
2024-04-04,0.01247565916713096,-0.005223743638148955,LOW,SHORT,UP,DOWN
2024-04-05,0.0015789750563960673,-0.005211034194865655,LOW,SHORT,UP,DOWN
2024-04-08,-0.0024301904972476177,-0.004989170581734028,LOW,SHORT,DOWN,DOWN
2024-04-09,-0.01285595217233564,-0.0052745119738830835,LOW,SHORT,DOWN,DOWN
2024-04-10,0.011516848985476157,-0.005799646606217833,LOW,SHORT,UP,DOWN
2024-04-11,-0.006599795260321502,-0.004533964101713821,LOW,SHORT,DOWN,DOWN
2024-04-12,-0.0002453307865668805,-0.004879600659214599,LOW,SHORT,DOWN,DOWN
2024-04-15,0.0014708024021412203,-0.004854451807150015,LOW,SHORT,UP,DOWN
2024-04-16,-0.00392686341194556,-0.004799674187803089,LOW,SHORT,DOWN,DOWN
2024-04-17,-0.030206965750945645,-0.005255614006605527,LOW,SHORT,DOWN,DOWN
2024-04-18,-0.0016488668939575347,-0.006554295966491625,MEDIUM,SHORT,DOWN,DOWN
2024-04-19,0.0008881520097101191,-0.006738512044192898,MEDIUM,SHORT,UP,DOWN
2024-04-22,-0.0008881520097101288,-0.006549292120190999,MEDIUM,SHORT,DOWN,DOWN
2024-04-23,0.015117503343163788,-0.007017463891120252,HIGH,SHORT,UP,DOWN
2024-04-24,-0.0042601738587208825,-0.007098526630031118,HIGH,SHORT,DOWN,DOWN
2024-04-25,0.009995123722986861,-0.006609982116996429,MEDIUM,SHORT,UP,DOWN
2024-04-26,-0.0006218125076125912,-0.006429997990632206,MEDIUM,SHORT,DOWN,DOWN
2024-04-29,-0.011132761087201501,-0.005718559887351435,LOW,SHORT,DOWN,DOWN
2024-04-30,-0.0141882639306748,-0.00602453247487625,MEDIUM,SHORT,DOWN,DOWN
2024-05-01,-0.03175689048529639,-0.00560867941783096,LOW,SHORT,DOWN,DOWN
2024-05-02,0.0,-0.006467322787469578,MEDIUM,SHORT,FLAT,DOWN
2024-05-03,-0.010591957420973446,-0.007059671852194587,HIGH,SHORT,DOWN,DOWN
2024-05-06,0.007029757783726227,-0.007012774742629925,MEDIUM,SHORT,UP,DOWN
2024-05-07,-0.0021170113520887217,-0.0066865097227465815,MEDIUM,SHORT,DOWN,DOWN
2024-05-08,0.008047014043655872,-0.006157739803394764,MEDIUM,SHORT,UP,DOWN
2024-05-09,0.005372430403400711,-0.005800751954406445,LOW,SHORT,UP,DOWN
2024-05-10,-0.016071925368196245,-0.005727390973134483,LOW,SHORT,DOWN,DOWN
2024-05-13,0.010962193906755544,-0.005765008945454146,LOW,SHORT,UP,DOWN
2024-05-14,-0.012158180575230207,-0.005840897294452279,MEDIUM,SHORT,DOWN,DOWN
2024-05-15,0.008868920205058686,-0.00584856751495279,MEDIUM,SHORT,UP,DOWN
2024-05-16,0.004864306617097663,-0.006271080657767378,MEDIUM,SHORT,UP,DOWN
2024-05-17,0.009398335918171338,-0.005785395589315522,LOW,SHORT,UP,DOWN
2024-05-20,-0.0031229414661702254,-0.005437450705103774,LOW,SHORT,DOWN,DOWN
2024-05-21,-0.007456371371994017,-0.0053269953858530155,LOW,SHORT,DOWN,DOWN
2024-05-22,-0.017083125640254306,-0.005642429839734507,LOW,SHORT,DOWN,DOWN
2024-05-23,-0.005625594787959232,-0.005874957801588268,MEDIUM,SHORT,DOWN,DOWN
2024-05-24,0.01201618668264031,-0.0058664655279604076,MEDIUM,SHORT,UP,DOWN
2024-05-28,0.03019646663723591,-0.006212458980728916,MEDIUM,SHORT,UP,DOWN
2024-05-29,-0.014135020319737542,-0.00617865303977885,MEDIUM,SHORT,DOWN,DOWN
2024-05-30,-0.013675438975928015,-0.006556225864231302,MEDIUM,SHORT,DOWN,DOWN
2024-05-31,-0.009444687322324561,-0.007499873247031119,HIGH,SHORT,DOWN,DOWN
2024-06-03,-0.04078298326298724,-0.006945808299020221,MEDIUM,SHORT,DOWN,DOWN
2024-06-04,-0.010355613150529097,-0.007694181151322798,HIGH,SHORT,DOWN,DOWN
2024-06-05,0.011190536078020008,-0.007510017804715897,HIGH,SHORT,UP,DOWN
2024-06-06,0.018877622004538838,-0.006795352377692836,MEDIUM,SHORT,UP,DOWN
2024-06-07,-0.0032814562555495684,-0.006895421586900307,MEDIUM,SHORT,DOWN,DOWN
2024-06-10,0.0328693721488532,-0.006387047718666219,MEDIUM,SHORT,UP,DOWN
2024-06-11,0.0006624237024835077,-0.005568004694446845,LOW,SHORT,UP,DOWN
2024-06-12,0.0062050658352542825,-0.005466094554522461,LOW,SHORT,UP,DOWN
2024-06-13,-0.0031637976724215554,-0.0065207538780683635,MEDIUM,SHORT,DOWN,DOWN
2024-06-14,0.004479048035762472,-0.006158739702190651,MEDIUM,SHORT,UP,DOWN
2024-06-17,0.02222745768327376,-0.006050113740610854,MEDIUM,SHORT,UP,DOWN
2024-06-18,0.011248965078119082,-0.00606781887365003,MEDIUM,SHORT,UP,DOWN
2024-08-05,-0.07179324070221109,-0.006000748200911306,MEDIUM,SHORT,DOWN,DOWN
2024-08-06,-0.010571997719377635,-0.00885450109001457,HIGH,SHORT,DOWN,DOWN
2024-08-07,0.03044962041173569,-0.006769122488914267,MEDIUM,SHORT,UP,DOWN
2024-08-08,0.008930391311087377,-0.0070276762812425475,HIGH,SHORT,UP,DOWN
2024-08-09,0.011347273093983994,-0.007135480423550177,HIGH,SHORT,UP,DOWN
2024-08-12,0.031129359611728098,-0.007522039366487982,HIGH,SHORT,UP,DOWN
2024-08-13,-0.012670520633458079,-0.006510345348419214,MEDIUM,SHORT,DOWN,DOWN
2024-08-14,-0.013616278332464034,-0.007244562062170087,HIGH,SHORT,DOWN,DOWN
2024-08-15,0.010649546417540887,-0.007463389198230757,HIGH,SHORT,UP,DOWN
2024-08-16,-0.01418099538318681,-0.006209714171397802,MEDIUM,SHORT,DOWN,DOWN
2024-08-19,-0.025747971570824927,-0.006579309485506812,MEDIUM,SHORT,DOWN,DOWN
2024-08-20,-0.0074218736985404345,-0.007734357447039735,HIGH,SHORT,DOWN,DOWN
2024-08-21,-0.01680027705889688,-0.008202232503775874,HIGH,SHORT,DOWN,DOWN
2024-08-22,0.013408373748716321,-0.008099876165378314,HIGH,SHORT,UP,DOWN
2024-08-23,0.026421454550779395,-0.0072380944847983955,HIGH,SHORT,UP,DOWN
2024-08-26,0.029732255385001766,-0.007455161460744781,HIGH,SHORT,UP,DOWN
2024-08-27,-0.01736699909208973,-0.006592967135938076,MEDIUM,SHORT,DOWN,DOWN
2024-08-28,-0.013292220430715884,-0.007234590033075677,HIGH,SHORT,DOWN,DOWN
2024-08-29,0.01694613013782599,-0.007140425087756821,HIGH,SHORT,UP,DOWN
2024-08-30,-0.03216477950517484,-0.005817418767328722,MEDIUM,SHORT,DOWN,DOWN
2024-10-02,-0.021482732597599512,-0.005496458775099074,LOW,SHORT,DOWN,DOWN
2024-10-03,0.04000804444351105,-0.00411900699315473,LOW,SHORT,UP,DOWN
2024-10-04,0.008153584225935795,-0.0025434274070408147,LOW,FLAT,UP,DOWN
2024-10-07,0.03664824860875891,-0.002262369775884086,LOW,FLAT,UP,DOWN
2024-10-08,-0.04400989038435532,-0.0020350499667750833,LOW,FLAT,DOWN,DOWN
2024-10-09,-0.007150466274743375,-0.0026201222059743035,LOW,FLAT,DOWN,DOWN
2024-10-10,0.03293980591297468,-0.003586588870916804,LOW,SHORT,UP,DOWN
2024-10-11,-0.0036068413339225163,-0.0022693359513417336,LOW,FLAT,DOWN,DOWN
2024-10-16,-0.06794254774069128,-0.0022867257980728794,LOW,FLAT,DOWN,DOWN
2024-10-17,0.0030340833401324117,-0.003000754730760675,LOW,SHORT,UP,DOWN
2024-10-18,-0.01722272422377844,-0.003120885358907647,LOW,SHORT,DOWN,DOWN
2024-10-21,0.012253075698905812,-0.004457201398703899,LOW,SHORT,UP,DOWN
2024-10-22,0.02352407649793247,-0.003958405419196082,LOW,SHORT,UP,DOWN
2024-10-23,-0.005829343240804152,-0.003097433858957405,LOW,SHORT,DOWN,DOWN
2024-10-24,-0.006684500589053859,-0.002807865014194616,LOW,FLAT,DOWN,DOWN
2024-10-25,0.015887438402182662,-0.0035302310546149337,LOW,SHORT,UP,DOWN
2024-10-28,-0.05254911326250707,-0.0026782349759990787,LOW,FLAT,DOWN,DOWN
2024-10-29,-0.010992995581308026,-0.0035890410662310877,LOW,SHORT,DOWN,DOWN
2024-10-30,0.024111179315838997,-0.004455973989672945,LOW,SHORT,UP,DOWN
2024-10-31,0.023817259740401706,-0.004498739964820947,LOW,SHORT,UP,DOWN
2024-11-01,-0.014610944955690543,-0.0035090593475842102,LOW,SHORT,DOWN,DOWN
2024-11-04,0.03103255387781252,-0.004129854685780119,LOW,SHORT,UP,DOWN
2024-11-05,0.005905297375616848,-0.004099520620296792,LOW,SHORT,UP,DOWN
2024-11-06,-0.0025457565295519888,-0.0038126776921363448,LOW,SHORT,DOWN,DOWN
2024-11-07,0.0016086162034484183,-0.0020126580594572435,LOW,FLAT,UP,DOWN
2024-11-08,-0.020705880811592785,-0.003286382824445581,LOW,SHORT,DOWN,DOWN
2024-11-13,-0.033368783216192355,-0.003662659520224742,LOW,SHORT,DOWN,DOWN
2024-11-14,0.007886219462695269,-0.003170157220039741,LOW,SHORT,UP,DOWN
2024-11-15,-0.02183865727035887,-0.004499733416545335,LOW,SHORT,DOWN,DOWN
2024-11-18,0.03272044400043885,-0.005114585486063963,LOW,SHORT,UP,DOWN
2024-11-19,0.003324533721894514,-0.004885226800067042,LOW,SHORT,UP,DOWN
2024-11-20,-0.004018586814210477,-0.004403673068811027,LOW,SHORT,DOWN,DOWN
2024-11-21,0.01625156766698666,-0.004312925856217807,LOW,SHORT,UP,DOWN
2024-11-22,0.014242398406224533,-0.003661189202805588,LOW,SHORT,UP,DOWN
2024-11-25,-0.029383754555274894,-0.0032166432298810204,LOW,SHORT,DOWN,DOWN
2024-11-26,-0.006819285585412977,-0.004685391612430659,LOW,SHORT,DOWN,DOWN
2024-11-27,0.0015349282152113974,-0.004610733303543396,LOW,SHORT,UP,DOWN
2024-12-31,0.05202506335529767,-0.005182173030559754,LOW,SHORT,UP,DOWN
2025-01-02,0.01810119232514134,-0.005096939074863355,LOW,SHORT,UP,DOWN
2025-01-03,0.012786714397346214,-0.004548222804553642,LOW,SHORT,UP,DOWN
2025-01-06,-0.007988640762339544,-0.005124442922786303,LOW,SHORT,DOWN,DOWN
2025-01-07,0.011191923735452969,-0.006559307934173173,MEDIUM,SHORT,UP,DOWN
2025-01-08,-0.011191923735453007,-0.006119513480937925,MEDIUM,SHORT,DOWN,DOWN
2025-03-19,-0.06521151601910931,-0.005462231170016919,LOW,SHORT,DOWN,DOWN
2025-03-20,0.017927338477980264,-0.005649998530702204,LOW,SHORT,UP,DOWN
2025-03-21,0.0008134159458269552,-0.005416807809011186,LOW,SHORT,UP,DOWN
2025-03-24,0.014663562012078598,-0.005442920531907483,LOW,SHORT,UP,DOWN
2025-03-25,-0.0008015706483539941,-0.005399485035484606,LOW,SHORT,DOWN,DOWN
2025-03-26,0.007987242710905179,-0.0060524388822948945,MEDIUM,SHORT,UP,DOWN
2025-03-27,0.0007952974227207222,-0.0060988130661381815,MEDIUM,SHORT,UP,DOWN
2025-03-28,-0.009451074859801283,-0.006935059438820694,MEDIUM,SHORT,DOWN,DOWN
2025-03-31,0.03366531218437057,-0.007620895029547615,HIGH,SHORT,UP,DOWN
2025-04-01,-0.003238134997980117,-0.006089885749132683,MEDIUM,SHORT,DOWN,DOWN
2025-04-02,0.008526030643493826,-0.005825394168107671,MEDIUM,SHORT,UP,DOWN
2025-04-03,-0.0732375709523678,-0.006723442019181687,MEDIUM,SHORT,DOWN,DOWN
2025-04-04,-0.06180181194844126,-0.010435907045803041,HIGH,SHORT,DOWN,DOWN
2025-04-07,-0.02897879836561835,-0.011354970181636798,HIGH,SHORT,DOWN,DOWN
2025-04-08,-0.040834673158959285,-0.008928953605127226,HIGH,SHORT,DOWN,DOWN
2025-04-09,0.0647950648612448,-0.011126958304655094,HIGH,SHORT,UP,DOWN
2025-04-10,-0.034013844950514446,-0.013000702315316534,HIGH,SHORT,DOWN,DOWN
2025-04-11,0.017301985720580604,-0.014114875647227108,HIGH,SHORT,UP,DOWN
2025-04-14,0.003004878665892946,-0.013286902276965837,HIGH,SHORT,UP,DOWN
2025-04-15,-0.002703926774144008,-0.010571917897126712,HIGH,SHORT,DOWN,DOWN
2025-04-16,0.018923258717227904,-0.008437184084788546,HIGH,SHORT,UP,DOWN
2025-04-17,0.02521452992819913,-0.00786463599298311,HIGH,SHORT,UP,DOWN
2025-04-21,-0.012454912231737055,-0.00629871788329309,MEDIUM,SHORT,DOWN,DOWN
2025-04-22,0.010870459534162009,-0.007680566453779534,HIGH,SHORT,UP,DOWN
2025-04-23,-0.01921176304714376,-0.0055908141915352,LOW,SHORT,DOWN,DOWN
2025-04-24,0.006006845785576822,-0.004493504494156007,LOW,SHORT,UP,DOWN
2025-04-25,0.008291555302855608,-0.005057133898458209,LOW,SHORT,UP,DOWN
2025-04-28,-0.01856909316150082,-0.004547349040212652,LOW,SHORT,DOWN,DOWN
2025-04-29,-0.028592676852973488,-0.005620384993041242,LOW,SHORT,DOWN,DOWN
2025-04-30,-0.035395041742518826,-0.005263527349560574,LOW,SHORT,DOWN,DOWN
2025-05-01,0.014990837952927898,-0.0050772724481969265,LOW,SHORT,UP,DOWN
2025-05-02,-0.007935846700359867,-0.003834284713653249,LOW,SHORT,DOWN,DOWN
2025-05-05,-0.025954981114731566,-0.004256031428374371,LOW,SHORT,DOWN,DOWN
2025-05-06,0.03513001375557303,-0.006483271094525423,MEDIUM,SHORT,UP,DOWN
2025-05-07,-0.017017039781642318,-0.006803420783584815,MEDIUM,SHORT,DOWN,DOWN
2025-05-08,0.0323783253031968,-0.0057237148445832,LOW,SHORT,UP,DOWN
2025-05-09,0.01527905289845621,-0.004382543197715636,LOW,SHORT,UP,DOWN
2025-05-12,0.014753234888594884,-0.004501470813567377,LOW,SHORT,UP,DOWN
2025-05-13,0.02901286575593728,-0.002782441122368075,LOW,FLAT,UP,DOWN
2025-05-14,-0.012434992256835977,-0.0037381589012721013,LOW,SHORT,DOWN,DOWN
2025-05-15,-0.016725845044815602,-0.004352042968272008,LOW,SHORT,DOWN,DOWN
2025-05-16,0.007517201817990758,-0.005209069020695831,LOW,SHORT,UP,DOWN
2025-05-19,0.006002560447080114,-0.004695266131396389,LOW,SHORT,UP,DOWN
2025-05-20,0.002187090170311284,-0.004962837304989525,LOW,SHORT,UP,DOWN
2025-05-21,-0.015706852435382185,-0.00567387288611932,LOW,SHORT,DOWN,DOWN
2025-05-22,-0.006680006469871149,-0.00634980676507366,MEDIUM,SHORT,DOWN,DOWN
2025-05-23,0.012580621657433795,-0.005383002401058761,LOW,SHORT,UP,DOWN
2025-05-27,-0.010497606597526384,-0.005820342098006841,MEDIUM,SHORT,DOWN,DOWN
2025-05-28,0.009025741802187372,-0.005262255983093643,LOW,SHORT,UP,DOWN
2025-05-29,-0.01036427605533909,-0.005162316390157392,LOW,SHORT,DOWN,DOWN
2025-05-30,-0.0005955175752302584,-0.006112255697104586,MEDIUM,SHORT,DOWN,DOWN
2025-06-02,0.03511701655538296,-0.005730330850856117,LOW,SHORT,UP,DOWN
2025-06-03,0.0048766065079382265,-0.005807557812687298,MEDIUM,SHORT,UP,DOWN
2025-06-04,-0.007900681312937231,-0.004868659950662616,LOW,SHORT,DOWN,DOWN
2025-06-05,0.00847285863672443,-0.005948541126454614,MEDIUM,SHORT,UP,DOWN
2025-06-06,0.020522933503906375,-0.00625717894710714,MEDIUM,SHORT,UP,DOWN
2025-06-09,0.009342685217941543,-0.004925234460958758,LOW,SHORT,UP,DOWN
2025-06-10,-0.006265312146199662,-0.005497293409187745,LOW,SHORT,DOWN,DOWN
2025-06-11,0.04399017218575875,-0.005729810344700595,LOW,SHORT,UP,DOWN
2025-06-12,0.0030693739012649943,-0.004621801231447802,LOW,SHORT,UP,DOWN
2025-06-13,0.0666182768163835,-0.00470037013700947,LOW,SHORT,UP,DOWN
2025-06-16,-0.02052845727841742,-0.0024567781059457528,LOW,FLAT,DOWN,DOWN
2025-06-17,0.046126726483488534,-0.0029602959219263265,LOW,SHORT,UP,DOWN
2025-06-18,-0.0003646643869425607,-0.001209685133777587,LOW,FLAT,DOWN,DOWN
2025-08-05,-0.0922517804704195,-0.0007492187062365743,LOW,FLAT,DOWN,DOWN
2025-08-06,-0.01653146642908234,-0.0031154881521435877,LOW,SHORT,DOWN,DOWN
2025-08-07,-0.005026880348241714,-0.00493289827967472,LOW,SHORT,DOWN,DOWN
2025-08-08,-0.001635702602825586,-0.005489005544464962,LOW,SHORT,DOWN,DOWN
2025-08-11,0.006798122431749119,-0.006042320485377806,MEDIUM,SHORT,UP,DOWN
2025-08-12,-0.01158453982291868,-0.0058011034460859045,LOW,SHORT,DOWN,DOWN
2025-08-13,-0.006739560303242423,-0.006422589997952801,MEDIUM,SHORT,DOWN,DOWN
2025-08-14,0.017510691004236238,-0.006228386212034445,MEDIUM,SHORT,UP,DOWN
2025-08-15,-0.012829366713843491,-0.0045352566965404,LOW,SHORT,DOWN,DOWN
2025-08-18,0.0050694787488843335,-0.004734157060868717,LOW,SHORT,UP,DOWN
2025-08-19,-0.011961304496904196,-0.005102716714291047,LOW,SHORT,DOWN,DOWN
2025-08-20,0.01673326101291937,-0.004920887322914867,LOW,SHORT,UP,DOWN
2025-08-21,0.008262839230454512,-0.004984565861755988,LOW,SHORT,UP,DOWN
2025-08-22,0.006856276744072858,-0.004608800713118633,LOW,SHORT,UP,DOWN
2025-08-25,0.014761896027661951,-0.005937597714679693,MEDIUM,SHORT,UP,DOWN
2025-08-26,-0.02269786246354712,-0.004887995054268403,LOW,SHORT,DOWN,DOWN
2025-08-27,0.008471740834036519,-0.005493795388397194,LOW,SHORT,UP,DOWN
2025-08-28,0.007470653280643627,-0.005836793438877701,MEDIUM,SHORT,UP,DOWN
2025-08-29,-0.005330523567238095,-0.00555445239331199,LOW,SHORT,DOWN,DOWN
2025-10-01,-0.022977048097114438,-0.0058662750824829395,MEDIUM,SHORT,DOWN,DOWN
2025-10-02,-0.022118657747968482,-0.005468546092374957,LOW,SHORT,DOWN,DOWN
2025-10-03,0.0023734484991124356,-0.005696968947789455,LOW,SHORT,UP,DOWN
2025-10-06,0.016046874246320435,-0.006240794831520097,MEDIUM,SHORT,UP,DOWN
2025-10-07,0.004518309902861006,-0.005785855680653286,LOW,SHORT,UP,DOWN
2025-10-08,0.004498090330116458,-0.005359374990912422,LOW,SHORT,UP,DOWN
2025-10-09,-0.013968956762015946,-0.005299247754093844,LOW,SHORT,DOWN,DOWN
2025-10-10,-0.04398175672918617,-0.004973247476258106,LOW,SHORT,DOWN,DOWN
2025-10-15,-0.005781220521831575,-0.00686374752300376,MEDIUM,SHORT,DOWN,DOWN
2025-10-16,-0.017251894901548808,-0.00695941062251737,MEDIUM,SHORT,DOWN,DOWN
2025-10-17,0.0025039529570443633,-0.00756059326375272,HIGH,SHORT,UP,DOWN
