Date_target,Actual_Return,Pred_Return,RiskLevel,Signal,TrueDirection,PredDirection
2023-10-04,-0.05582730459889012,-0.6417506278925281,HIGH,SHORT,DOWN,DOWN
2023-10-05,-0.02139403079149734,-0.584952094981512,MEDIUM,SHORT,DOWN,DOWN
2023-10-06,0.002295050573214618,-0.58179766452995,MEDIUM,SHORT,UP,DOWN
2023-10-09,0.039267303697338184,-0.5935572098650284,MEDIUM,SHORT,UP,DOWN
2023-10-11,-0.019110517827595756,-0.6248532500795059,HIGH,SHORT,DOWN,DOWN
2023-10-12,-0.0033092889564296495,-0.5904625263049877,MEDIUM,SHORT,DOWN,DOWN
2023-10-13,0.04624876757990632,-0.5779240155072572,MEDIUM,SHORT,UP,DOWN
2023-10-16,-0.0076248747174708295,-0.6243451635691795,HIGH,SHORT,DOWN,DOWN
2023-10-17,0.0052166751771825426,-0.6160719427537062,HIGH,SHORT,UP,DOWN
2023-10-18,0.013111550543380405,-0.6166916948410083,HIGH,SHORT,UP,DOWN
2023-10-19,0.02278459145754226,-0.6277580007506172,HIGH,SHORT,UP,DOWN
2023-10-20,-0.012070640132825968,-0.6511021860561278,HIGH,SHORT,DOWN,DOWN
2023-10-23,-0.022684068089564084,-0.6382397901681215,HIGH,SHORT,DOWN,DOWN
2023-10-24,-0.025158547932485016,-0.6135911281999488,HIGH,SHORT,DOWN,DOWN
2023-10-25,0.019693007674920365,-0.5884810787027737,MEDIUM,SHORT,UP,DOWN
2023-10-26,-0.02021310800658612,-0.6098878672286292,HIGH,SHORT,DOWN,DOWN
2023-10-27,0.018937779759304663,-0.5916266853363514,MEDIUM,SHORT,UP,DOWN
2023-10-30,-0.02992254203180154,-0.6094900984629128,HIGH,SHORT,DOWN,DOWN
2023-10-31,-0.013636358927050672,-0.5779017095671685,MEDIUM,SHORT,DOWN,DOWN
2023-11-01,-0.003605487635762514,-0.5655614258736688,LOW,SHORT,DOWN,DOWN
2023-11-02,0.018949752785645084,-0.5666431601858875,LOW,SHORT,UP,DOWN
2023-11-03,-0.0176128745766275,-0.587211471058706,MEDIUM,SHORT,DOWN,DOWN
2023-11-06,0.0008013513667661236,-0.5665686626392844,LOW,SHORT,UP,DOWN
2023-11-07,-0.04240292328881122,-0.5646394721392434,LOW,SHORT,DOWN,DOWN
2023-11-08,-0.022678633032617218,-0.5270379228078682,LOW,SHORT,DOWN,DOWN
2023-11-09,0.0008544226887040801,-0.5138006970512214,LOW,SHORT,UP,DOWN
2023-11-10,0.021684895127389865,-0.5206333593656702,LOW,SHORT,UP,DOWN
2023-11-14,0.012458653741847615,-0.5433016900172817,LOW,SHORT,UP,DOWN
2023-11-15,-0.0187467284855328,-0.5534110307957855,LOW,SHORT,DOWN,DOWN
2023-11-16,-0.047214354654269194,-0.5329030625786667,LOW,SHORT,DOWN,DOWN
2023-11-17,0.03890976258005652,-0.49000750175379726,LOW,SHORT,UP,DOWN
2023-11-20,0.021671634851022643,-0.5359495743800231,LOW,SHORT,UP,DOWN
2023-11-21,0.003176081170630913,-0.5599638142904672,LOW,SHORT,UP,DOWN
2023-11-22,-0.012765515002879542,-0.5580619792972509,LOW,SHORT,DOWN,DOWN
2023-11-23,0.0,-0.542223804358468,LOW,SHORT,FLAT,DOWN
2023-12-22,-0.04163107377394914,-0.545770310280315,LOW,SHORT,DOWN,DOWN
2023-12-26,0.021887074221142888,-0.5183846821208835,LOW,SHORT,UP,DOWN
2023-12-27,-0.018544352897414122,-0.5470665332583006,LOW,SHORT,DOWN,DOWN
2023-12-28,-0.025570796365095832,-0.5175287785538425,LOW,SHORT,DOWN,DOWN
2023-12-29,-0.007920519208180475,-0.4883782281549522,LOW,SHORT,DOWN,DOWN
2024-01-02,-0.013291313245864694,-0.4902045167329517,LOW,SHORT,DOWN,DOWN
2024-01-03,0.03613420606279638,-0.49065151307149885,LOW,SHORT,UP,DOWN
2024-01-04,-0.009133869287912003,-0.5390546503216739,LOW,SHORT,DOWN,DOWN
2024-01-05,0.02137708198407873,-0.5256515204140938,LOW,SHORT,UP,DOWN
2024-01-08,-0.03884409556923109,-0.5377366075633669,LOW,SHORT,DOWN,DOWN
2024-01-09,0.014799550438628694,-0.5004239809732506,LOW,SHORT,UP,DOWN
2024-01-10,-0.012392870067949613,-0.5233606763076356,LOW,SHORT,DOWN,DOWN
2024-01-11,0.01624361733911579,-0.5169618546855737,LOW,SHORT,UP,DOWN
2024-01-12,0.005454353054606214,-0.531255896600283,LOW,SHORT,UP,DOWN
2024-01-15,0.0,-0.5295991657561699,LOW,SHORT,FLAT,DOWN
2024-02-13,0.06585168079254944,-0.5224869416781571,LOW,SHORT,UP,DOWN
2024-02-14,-0.015256862364882677,-0.5758282471792339,MEDIUM,SHORT,DOWN,DOWN
2024-02-15,0.01786865592877021,-0.5576850198194787,LOW,SHORT,UP,DOWN
2024-02-16,0.00779501142506072,-0.5810478236061034,MEDIUM,SHORT,UP,DOWN
2024-02-19,0.0,-0.5913708829044962,MEDIUM,SHORT,FLAT,DOWN
2024-03-19,0.06614629510724383,-0.5867201475454543,MEDIUM,SHORT,UP,DOWN
2024-03-20,-0.015159595337779516,-0.6379858136741141,HIGH,SHORT,DOWN,DOWN
2024-03-21,-0.005581896832704567,-0.6107253387855229,HIGH,SHORT,DOWN,DOWN
2024-03-22,-0.0018240967878449877,-0.6064884761347903,MEDIUM,SHORT,DOWN,DOWN
2024-03-25,0.013986265466977597,-0.6180253908269299,HIGH,SHORT,UP,DOWN
2024-03-26,-0.006062594660150216,-0.6336371097490362,HIGH,SHORT,DOWN,DOWN
2024-03-27,0.002842394889994873,-0.6208731324489857,HIGH,SHORT,UP,DOWN
2024-03-28,0.015617331980804382,-0.6168540789055691,HIGH,SHORT,UP,DOWN
2024-04-01,0.011868760574354039,-0.6306120059095008,HIGH,SHORT,UP,DOWN
2024-04-02,0.013960126414517587,-0.6389344714250805,HIGH,SHORT,UP,DOWN
2024-04-03,0.005677614386043164,-0.6478765717572883,HIGH,SHORT,UP,DOWN
2024-04-04,0.01247565916713096,-0.6484073898661705,HIGH,SHORT,UP,DOWN
2024-04-05,0.0015789750563960673,-0.6569712103649148,HIGH,SHORT,UP,DOWN
2024-04-08,-0.0024301904972476177,-0.6538624863835696,HIGH,SHORT,DOWN,DOWN
2024-04-09,-0.01285595217233564,-0.6468230027022717,HIGH,SHORT,DOWN,DOWN
2024-04-10,0.011516848985476157,-0.632835387676186,HIGH,SHORT,UP,DOWN
2024-04-11,-0.006599795260321502,-0.6434797878454342,HIGH,SHORT,DOWN,DOWN
2024-04-12,-0.0002453307865668805,-0.636397159647022,HIGH,SHORT,DOWN,DOWN
2024-04-15,0.0014708024021412203,-0.6362456186629029,HIGH,SHORT,UP,DOWN
2024-04-16,-0.00392686341194556,-0.6365512585464477,HIGH,SHORT,DOWN,DOWN
2024-04-17,-0.030206965750945645,-0.6311478061646391,HIGH,SHORT,DOWN,DOWN
2024-04-18,-0.0016488668939575347,-0.6030737044342211,MEDIUM,SHORT,DOWN,DOWN
2024-04-19,0.0008881520097101191,-0.6057808434103235,MEDIUM,SHORT,UP,DOWN
2024-04-22,-0.0008881520097101288,-0.6109376417171114,HIGH,SHORT,DOWN,DOWN
2024-04-23,0.015117503343163788,-0.6112173138974797,HIGH,SHORT,UP,DOWN
2024-04-24,-0.0042601738587208825,-0.6244159761357383,HIGH,SHORT,DOWN,DOWN
2024-04-25,0.009995123722986861,-0.6166517505808955,HIGH,SHORT,UP,DOWN
2024-04-26,-0.0006218125076125912,-0.6232794929446365,HIGH,SHORT,DOWN,DOWN
2024-04-29,-0.011132761087201501,-0.6215649167006035,HIGH,SHORT,DOWN,DOWN
2024-04-30,-0.0141882639306748,-0.6110022556879872,HIGH,SHORT,DOWN,DOWN
2024-05-01,-0.03175689048529639,-0.5976064500301286,MEDIUM,SHORT,DOWN,DOWN
2024-05-02,0.0,-0.5700336924041444,MEDIUM,SHORT,FLAT,DOWN
2024-05-03,-0.010591957420973446,-0.5774988272650912,MEDIUM,SHORT,DOWN,DOWN
2024-05-06,0.007029757783726227,-0.5739911379016107,MEDIUM,SHORT,UP,DOWN
2024-05-07,-0.0021170113520887217,-0.5832376927609307,MEDIUM,SHORT,DOWN,DOWN
2024-05-08,0.008047014043655872,-0.5800550308467639,MEDIUM,SHORT,UP,DOWN
2024-05-09,0.005372430403400711,-0.5867417904647426,MEDIUM,SHORT,UP,DOWN
2024-05-10,-0.016071925368196245,-0.5919354322291803,MEDIUM,SHORT,DOWN,DOWN
2024-05-13,0.010962193906755544,-0.5756068244335322,MEDIUM,SHORT,UP,DOWN
2024-05-14,-0.012158180575230207,-0.587413552586526,MEDIUM,SHORT,DOWN,DOWN
2024-05-15,0.008868920205058686,-0.5783582648158007,MEDIUM,SHORT,UP,DOWN
2024-05-16,0.004864306617097663,-0.5899701106837482,MEDIUM,SHORT,UP,DOWN
2024-05-17,0.009398335918171338,-0.5938853563285437,MEDIUM,SHORT,UP,DOWN
2024-05-20,-0.0031229414661702254,-0.5986629531256854,MEDIUM,SHORT,DOWN,DOWN
2024-05-21,-0.007456371371994017,-0.592307597865312,MEDIUM,SHORT,DOWN,DOWN
2024-05-22,-0.017083125640254306,-0.5849279989297855,MEDIUM,SHORT,DOWN,DOWN
2024-05-23,-0.005625594787959232,-0.5708987008969928,MEDIUM,SHORT,DOWN,DOWN
2024-05-24,0.01201618668264031,-0.5695771618734086,MEDIUM,SHORT,UP,DOWN
2024-05-28,0.03019646663723591,-0.5850958211748978,MEDIUM,SHORT,UP,DOWN
2024-05-29,-0.014135020319737542,-0.6132861596254756,HIGH,SHORT,DOWN,DOWN
2024-05-30,-0.013675438975928015,-0.5924859657500046,MEDIUM,SHORT,DOWN,DOWN
2024-05-31,-0.009444687322324561,-0.576668042285403,MEDIUM,SHORT,DOWN,DOWN
2024-06-03,-0.04078298326298724,-0.5720323258187483,MEDIUM,SHORT,DOWN,DOWN
2024-06-04,-0.010355613150529097,-0.5408316903440951,LOW,SHORT,DOWN,DOWN
2024-06-05,0.011190536078020008,-0.5393535422017152,LOW,SHORT,UP,DOWN
2024-06-06,0.018877622004538838,-0.558038819725012,LOW,SHORT,UP,DOWN
2024-06-07,-0.0032814562555495684,-0.5788193493155497,MEDIUM,SHORT,DOWN,DOWN
2024-06-10,0.0328693721488532,-0.5709149396510879,MEDIUM,SHORT,UP,DOWN
2024-06-11,0.0006624237024835077,-0.5989078454496404,MEDIUM,SHORT,UP,DOWN
2024-06-12,0.0062050658352542825,-0.5980906112326293,MEDIUM,SHORT,UP,DOWN
2024-06-13,-0.0031637976724215554,-0.6013883505071973,MEDIUM,SHORT,DOWN,DOWN
2024-06-14,0.004479048035762472,-0.592892737908362,MEDIUM,SHORT,UP,DOWN
2024-06-17,0.02222745768327376,-0.5923152740051348,MEDIUM,SHORT,UP,DOWN
2024-06-18,0.011248965078119082,-0.6088977136196505,HIGH,SHORT,UP,DOWN
2024-06-19,0.0,-0.6157290671216574,HIGH,SHORT,FLAT,DOWN
2024-08-02,-0.0694741868255962,-0.6109024902757207,HIGH,SHORT,DOWN,DOWN
2024-08-05,-0.0023190538766148655,-0.5458541147621322,LOW,SHORT,DOWN,DOWN
2024-08-06,-0.010571997719377635,-0.5524393663980066,LOW,SHORT,DOWN,DOWN
2024-08-07,0.03044962041173569,-0.5508534091530591,LOW,SHORT,UP,DOWN
2024-08-08,0.008930391311087377,-0.5880902728276433,MEDIUM,SHORT,UP,DOWN
2024-08-09,0.011347273093983994,-0.6012123585028802,MEDIUM,SHORT,UP,DOWN
2024-08-12,0.031129359611728098,-0.6125472571867377,HIGH,SHORT,UP,DOWN
2024-08-13,-0.012670520633458079,-0.6387848557642085,HIGH,SHORT,DOWN,DOWN
2024-08-14,-0.013616278332464034,-0.6185030288149712,HIGH,SHORT,DOWN,DOWN
2024-08-15,0.010649546417540887,-0.5995160269775698,MEDIUM,SHORT,UP,DOWN
2024-08-16,-0.01418099538318681,-0.6093242305645791,HIGH,SHORT,DOWN,DOWN
2024-08-19,-0.025747971570824927,-0.599401917871397,MEDIUM,SHORT,DOWN,DOWN
2024-08-20,-0.0074218736985404345,-0.5796363711372718,MEDIUM,SHORT,DOWN,DOWN
2024-08-21,-0.01680027705889688,-0.5799659943204891,MEDIUM,SHORT,DOWN,DOWN
2024-08-22,0.013408373748716321,-0.5720880018740772,MEDIUM,SHORT,UP,DOWN
2024-08-23,0.026421454550779395,-0.591148683751948,MEDIUM,SHORT,UP,DOWN
2024-08-26,0.029732255385001766,-0.6188472765477259,HIGH,SHORT,UP,DOWN
2024-08-27,-0.01736699909208973,-0.6419332612948486,HIGH,SHORT,DOWN,DOWN
2024-08-28,-0.013292220430715884,-0.6133100657614695,HIGH,SHORT,DOWN,DOWN
2024-08-29,0.01694613013782599,-0.5937563051918512,MEDIUM,SHORT,UP,DOWN
2024-08-30,-0.03216477950517484,-0.6135979546713972,HIGH,SHORT,DOWN,DOWN
2024-09-02,0.0,-0.5879024672253735,MEDIUM,SHORT,FLAT,DOWN
2024-10-01,-0.030456376214635802,-0.5932016982940106,MEDIUM,SHORT,DOWN,DOWN
2024-10-02,0.00897364361703627,-0.5949219026055828,MEDIUM,SHORT,UP,DOWN
2024-10-03,0.04000804444351105,-0.618568443957631,HIGH,SHORT,UP,DOWN
2024-10-04,0.008153584225935795,-0.6474790353897093,HIGH,SHORT,UP,DOWN
2024-10-07,0.03664824860875891,-0.6363022800024893,HIGH,SHORT,UP,DOWN
2024-10-08,-0.04400989038435532,-0.661557588134011,HIGH,SHORT,DOWN,DOWN
2024-10-09,-0.007150466274743375,-0.6212460308722483,HIGH,SHORT,DOWN,DOWN
2024-10-10,0.03293980591297468,-0.6182770374479019,HIGH,SHORT,UP,DOWN
2024-10-11,-0.0036068413339225163,-0.6535002634201327,HIGH,SHORT,DOWN,DOWN
2024-10-14,-0.0203370009637221,-0.6449562287140889,HIGH,SHORT,DOWN,DOWN
2024-10-16,-0.047605546776969127,-0.6162132840935054,HIGH,SHORT,DOWN,DOWN
2024-10-17,0.0030340833401324117,-0.5768388077583778,MEDIUM,SHORT,UP,DOWN
2024-10-18,-0.01722272422377844,-0.5967156840826178,MEDIUM,SHORT,DOWN,DOWN
2024-10-21,0.012253075698905812,-0.5858924944382394,MEDIUM,SHORT,UP,DOWN
2024-10-22,0.02352407649793247,-0.5946039490282624,MEDIUM,SHORT,UP,DOWN
2024-10-23,-0.005829343240804152,-0.6158133790157498,HIGH,SHORT,DOWN,DOWN
2024-10-24,-0.006684500589053859,-0.6084720566889439,MEDIUM,SHORT,DOWN,DOWN
2024-10-25,0.015887438402182662,-0.6000218030987121,MEDIUM,SHORT,UP,DOWN
2024-10-28,-0.05254911326250707,-0.6138519424605534,HIGH,SHORT,DOWN,DOWN
2024-10-29,-0.010992995581308026,-0.5613636909366686,LOW,SHORT,DOWN,DOWN
2024-10-30,0.024111179315838997,-0.5549735774778168,LOW,SHORT,UP,DOWN
2024-10-31,0.023817259740401706,-0.5850965628264492,MEDIUM,SHORT,UP,DOWN
2024-11-01,-0.014610944955690543,-0.6071132361133261,MEDIUM,SHORT,DOWN,DOWN
2024-11-04,0.03103255387781252,-0.5835590644334667,MEDIUM,SHORT,UP,DOWN
2024-11-05,0.005905297375616848,-0.6098099913136125,HIGH,SHORT,UP,DOWN
2024-11-06,-0.0025457565295519888,-0.6160778021551502,HIGH,SHORT,DOWN,DOWN
2024-11-07,0.0016086162034484183,-0.6092670483459616,HIGH,SHORT,UP,DOWN
2024-11-08,-0.020705880811592785,-0.6054952357257207,MEDIUM,SHORT,DOWN,DOWN
2024-11-11,-0.03040415796476914,-0.584527273374943,MEDIUM,SHORT,DOWN,DOWN
2024-11-13,-0.0029646252514231673,-0.5591561161243405,LOW,SHORT,DOWN,DOWN
2024-11-14,0.007886219462695269,-0.5639597552825776,LOW,SHORT,UP,DOWN
2024-11-15,-0.02183865727035887,-0.5777264314325107,MEDIUM,SHORT,DOWN,DOWN
2024-11-18,0.03272044400043885,-0.5574518341271123,LOW,SHORT,UP,DOWN
2024-11-19,0.003324533721894514,-0.5876707645270045,MEDIUM,SHORT,UP,DOWN
2024-11-20,-0.004018586814210477,-0.5880876022834878,MEDIUM,SHORT,DOWN,DOWN
2024-11-21,0.01625156766698666,-0.5803071991970531,MEDIUM,SHORT,UP,DOWN
2024-11-22,0.014242398406224533,-0.5935863023308241,MEDIUM,SHORT,UP,DOWN
2024-11-25,-0.029383754555274894,-0.605120479433031,MEDIUM,SHORT,DOWN,DOWN
2024-11-26,-0.006819285585412977,-0.5741430001533893,MEDIUM,SHORT,DOWN,DOWN
2024-11-27,0.0015349282152113974,-0.5662585741511871,LOW,SHORT,UP,DOWN
2024-11-28,0.0,-0.5700362742409684,MEDIUM,SHORT,FLAT,DOWN
2024-12-30,0.04231555908386809,-0.5724551966636723,MEDIUM,SHORT,UP,DOWN
2024-12-31,0.009709504271429553,-0.6048955302835619,MEDIUM,SHORT,UP,DOWN
2025-01-02,0.01810119232514134,-0.6045301238041295,MEDIUM,SHORT,UP,DOWN
2025-01-03,0.012786714397346214,-0.6197547936051465,HIGH,SHORT,UP,DOWN
2025-01-06,-0.007988640762339544,-0.6312890723749164,HIGH,SHORT,DOWN,DOWN
2025-01-07,0.011191923735452969,-0.6177066376073808,HIGH,SHORT,UP,DOWN
2025-01-08,-0.011191923735453007,-0.6231434885649977,HIGH,SHORT,DOWN,DOWN
2025-01-09,0.0,-0.6095643574633917,HIGH,SHORT,FLAT,DOWN
2025-03-18,-0.06811546728836591,-0.6105223187350898,HIGH,SHORT,DOWN,DOWN
2025-03-19,0.002903951269256553,-0.5572075620281135,LOW,SHORT,UP,DOWN
2025-03-20,0.017927338477980264,-0.5735854887265053,MEDIUM,SHORT,UP,DOWN
2025-03-21,0.0008134159458269552,-0.5860315000666646,MEDIUM,SHORT,UP,DOWN
2025-03-24,0.014663562012078598,-0.5720947639058462,MEDIUM,SHORT,UP,DOWN
2025-03-25,-0.0008015706483539941,-0.5758846691100276,MEDIUM,SHORT,DOWN,DOWN
2025-03-26,0.007987242710905179,-0.5744655699916479,MEDIUM,SHORT,UP,DOWN
2025-03-27,0.0007952974227207222,-0.5835424636373513,MEDIUM,SHORT,UP,DOWN
2025-03-28,-0.009451074859801283,-0.5812377395146031,MEDIUM,SHORT,DOWN,DOWN
2025-03-31,0.03366531218437057,-0.569253994568684,MEDIUM,SHORT,UP,DOWN
2025-04-01,-0.003238134997980117,-0.6017111508248163,MEDIUM,SHORT,DOWN,DOWN
2025-04-02,0.008526030643493826,-0.5954663575718442,MEDIUM,SHORT,UP,DOWN
2025-04-03,-0.0732375709523678,-0.596837339161542,MEDIUM,SHORT,DOWN,DOWN
2025-04-04,-0.06180181194844126,-0.5214837702459676,LOW,SHORT,DOWN,DOWN
2025-04-07,-0.02897879836561835,-0.46915734030539835,LOW,SHORT,DOWN,DOWN
2025-04-08,-0.040834673158959285,-0.4642636766709068,LOW,SHORT,DOWN,DOWN
2025-04-09,0.0647950648612448,-0.4519024802596502,LOW,SHORT,UP,DOWN
2025-04-10,-0.034013844950514446,-0.5318673160491226,LOW,SHORT,DOWN,DOWN
2025-04-11,0.017301985720580604,-0.5012270157452219,LOW,SHORT,UP,DOWN
2025-04-14,0.003004878665892946,-0.5162141361337973,LOW,SHORT,UP,DOWN
2025-04-15,-0.002703926774144008,-0.5198157065360691,LOW,SHORT,DOWN,DOWN
2025-04-16,0.018923258717227904,-0.5181220218841974,LOW,SHORT,UP,DOWN
2025-04-17,0.02521452992819913,-0.5351476342359199,LOW,SHORT,UP,DOWN
2025-04-21,-0.012454912231737055,-0.5544497346618933,LOW,SHORT,DOWN,DOWN
2025-04-22,0.010870459534162009,-0.535100314076766,LOW,SHORT,UP,DOWN
2025-04-23,-0.01921176304714376,-0.5426868699050518,LOW,SHORT,DOWN,DOWN
2025-04-24,0.006006845785576822,-0.5243310100100387,LOW,SHORT,UP,DOWN
2025-04-25,0.008291555302855608,-0.5316328522648263,LOW,SHORT,UP,DOWN
2025-04-28,-0.01856909316150082,-0.5391733214005942,LOW,SHORT,DOWN,DOWN
2025-04-29,-0.028592676852973488,-0.5194142997822583,LOW,SHORT,DOWN,DOWN
2025-04-30,-0.035395041742518826,-0.4914132852601546,LOW,SHORT,DOWN,DOWN
2025-05-01,0.014990837952927898,-0.4616297099605921,LOW,SHORT,UP,DOWN
2025-05-02,-0.007935846700359867,-0.48543933005847345,LOW,SHORT,DOWN,DOWN
2025-05-05,-0.025954981114731566,-0.4833336626353268,LOW,SHORT,DOWN,DOWN
2025-05-06,0.03513001375557303,-0.460235724850772,LOW,SHORT,UP,DOWN
2025-05-07,-0.017017039781642318,-0.49905661765770293,LOW,SHORT,DOWN,DOWN
2025-05-08,0.0323783253031968,-0.48726740626776816,LOW,SHORT,UP,DOWN
2025-05-09,0.01527905289845621,-0.5147966349576827,LOW,SHORT,UP,DOWN
2025-05-12,0.014753234888594884,-0.5251858886257242,LOW,SHORT,UP,DOWN
2025-05-13,0.02901286575593728,-0.5346956544502812,LOW,SHORT,UP,DOWN
